name,CountryCode,Predictive
dehitta,Filipino,2
deiparine,Filipino,2
dejano,Filipino,1
dejesa,Filipino,1
dejos,Filipino,2
dejoya,Filipino,2
delacalzad,Filipino,1
delacalzada,Filipino,2
delacerna,Filipino,2
delacuadra,Filipino,2
delacurz,Filipino,1
delagana,Filipino,2
delamerced,Filipino,2
delansig,Filipino,2
delantar,Filipino,2
delapasion,Filipino,1
delapina,Filipino,1
delarama,Filipino,1
delarea,Filipino,1
delaresma,Filipino,2
delarmente,Filipino,2
delaserna,Filipino,1
delavictori,Filipino,1
delavictoria,Filipino,1
delavin,Filipino,2
delayon,Filipino,1
delcarmen,Filipino,1
delda,Filipino,1
deleoz,Filipino,2
delfierro,Filipino,2
delfinado,Filipino,1
deligero,Filipino,2
delim,Filipino,2
delizo,Filipino,2
delmundo,Filipino,2
delosangel,Filipino,1
deloso,Filipino,2
delostrino,Filipino,2
delostrinos,Filipino,1
delovino,Filipino,2
delumpa,Filipino,2
delute,Filipino,2
deluzuriaga,Filipino,1
demaala,Filipino,2
demafeliz,Filipino,2
demaisip,Filipino,1
demandante,Filipino,2
demerin,Filipino,2
demesa,Filipino,2
demetillo,Filipino,2
demetria,Filipino,1
demira,Filipino,1
deng,Chinese,2
denh,Vietnamese,1
deniega,Filipino,2
denosta,Filipino,1
deocales,Filipino,1
deocares,Filipino,1
deocariza,Filipino,2
deocera,Filipino,1
deodhar,Indian,2
deol,Indian,1
deona,Filipino,1
dep,Chinese,2
depakakibo,Filipino,2
depante,Filipino,2
deperalta,Filipino,1
deperio,Filipino,2
dequilla,Filipino,1
dequina,Filipino,2
dequiroz,Filipino,1
dequit,Filipino,2
dequito,Filipino,2
der,Chinese,2
derama,Filipino,2
dere,Chinese,1
derecho,Filipino,2
deregla,Filipino,2
derequito,Filipino,2
deriada,Filipino,2
derige,Filipino,2
derilo,Filipino,2
deriquito,Filipino,2
deroxas,Filipino,1
desagun,Filipino,2
desai,Indian,2
desal,Indian,1
desamero,Filipino,2
desamito,Filipino,2
descallar,Filipino,2
descargar,Filipino,2
descartin,Filipino,2
desembrana,Filipino,2
deseo,Filipino,1
deshmukh,Indian,2
deshpande,Indian,2
desierto,Filipino,2
desikachar,Indian,2
deslate,Filipino,2
despe,Filipino,1
despi,Filipino,1
desquitado,Filipino,1
destacamento,Filipino,2
destajo,Filipino,2
destura,Filipino,1
desuyo,Filipino,1
desvarro,Filipino,1
detablan,Filipino,2
detera,Filipino,2
deuk,Korean,1
deungria,Filipino,2
deuz,Filipino,2
dev,Indian,1
devadas,Indian,2
devadoss,Indian,2
devaprasad,Indian,1
devaraj,Indian,1
devarajan,Indian,1
devasahayam,Indian,1
devasia,Indian,2
devassy,Indian,1
devela,Filipino,1
devenecia,Filipino,2
devera,Filipino,1
deveras,Filipino,2
deveyra,Filipino,1
devi,Indian,2
devitre,Indian,1
devji,Indian,1
devraj,Indian,1
deyro,Filipino,2
deyto,Filipino,1
dhadda,Indian,1
dhagat,Indian,1
dhaliwal,Indian,2
dhall,Indian,1
dham,Vietnamese,1
dhamani,Indian,1
dhami,Indian,1
dhamija,Indian,1
dhan,Vietnamese,1
dhanani,Indian,1
dhanaraj,Indian,2
dhand,Indian,2
dhanda,Indian,1
dhanjal,Indian,2
dhanji,Indian,2
dhanoa,Indian,1
dhar,Indian,2
dharia,Indian,2
dhariwal,Indian,1
dharmarajan,Indian,2
dhatt,Indian,1
dhawan,Indian,1
dhesi,Indian,2
dhillon,Indian,1
dhiman,Indian,2
dhindsa,Indian,1
dhir,Indian,1
dholakia,Indian,2
dhond,Indian,1
dhondy,Indian,1
dhoot,Indian,2
dhruv,Indian,2
dhruva,Indian,1
dhruve,Indian,2
dhurandhar,Indian,2
dhuru,Indian,1
di,Chinese,1
diacuna,Filipino,2
diagan,Filipino,1
diala,Filipino,2
diamsay,Filipino,2
diangson,Filipino,2
diao,Chinese,1
diapo,Filipino,1
dicang,Filipino,2
diccion,Filipino,2
dicen,Filipino,2
dichosa,Filipino,2
dichoso,Filipino,2
dicion,Filipino,2
diec,Chinese,1
dieng,Vietnamese,1
diep,Vietnamese,1
diesta,Filipino,2
diesto,Filipino,2
diezmo,Filipino,2
difuntorum,Filipino,1
dig,Filipino,2
diga,Filipino,2
digal,Filipino,2
digap,Filipino,2
digdigan,Filipino,2
dighe,Indian,2
digma,Filipino,2
dignadice,Filipino,2
diguangco,Filipino,2
dijamco,Filipino,2
dikit,Filipino,2
dikitanan,Filipino,2
dikshit,Indian,1
dilag,Filipino,2
dilao,Filipino,2
dilawari,Indian,1
dilay,Filipino,1
dilidili,Filipino,1
dilig,Filipino,2
diligencia,Filipino,2
dillera,Filipino,1
diloy,Filipino,2
dimaandal,Filipino,2
dimaano,Filipino,2
dimaapi,Filipino,2
dimacale,Filipino,2
dimacali,Filipino,2
dimaculangan,Filipino,2
dimagiba,Filipino,2
dimagmaliw,Filipino,2
dimaguila,Filipino,1
dimailig,Filipino,2
dimaisip,Filipino,2
dimal,Filipino,2
dimalaluan,Filipino,2
dimalanta,Filipino,2
dimanlig,Filipino,1
dimapasoc,Filipino,2
dimapilis,Filipino,2
dimaranan,Filipino,2
dimarucot,Filipino,2
dimarucut,Filipino,1
dimasuay,Filipino,1
dimatulac,Filipino,2
dimaunahan,Filipino,2
dimaya,Filipino,2
dimayuga,Filipino,1
dimazana,Filipino,2
dimen,Filipino,1
dimla,Filipino,2
dimzon,Filipino,2
dineros,Filipino,2
ding,Chinese,1
dingal,Filipino,1
dingco,Filipino,2
dingcong,Filipino,2
dinglas,Filipino,2
dinglasa,Filipino,2
dinglasan,Filipino,2
dinh,Vietnamese,2
diniega,Filipino,1
dinio,Filipino,2
dinong,Filipino,2
dinoso,Filipino,2
dinsay,Filipino,2
dinshaw,Indian,1
diocares,Filipino,2
diocson,Filipino,2
diokno,Filipino,2
diolazo,Filipino,2
diolola,Filipino,1
diomampo,Filipino,1
dionaldo,Filipino,2
dioneda,Filipino,2
dionela,Filipino,2
dionglay,Filipino,2
diongzon,Filipino,1
dionicio,Filipino,1
dionido,Filipino,2
dionio,Filipino,2
dionson,Filipino,2
dioquino,Filipino,1
diosana,Filipino,2
dioso,Filipino,2
diosomito,Filipino,2
dipaling,Filipino,2
dipasupil,Filipino,2
diputado,Filipino,1
directo,Filipino,2
dirige,Filipino,2
discipulo,Filipino,2
dismaya,Filipino,2
disonglo,Filipino,1
disouza,Indian,1
dispo,Filipino,2
distajo,Filipino,2
distor,Filipino,2
ditalo,Filipino,2
ditching,Filipino,2
ditona,Filipino,1
diu,Chinese,1
diuco,Filipino,2
divakaran,Indian,2
divatia,Indian,1
divecha,Indian,2
divekar,Indian,1
divina,Filipino,1
divinagracia,Filipino,2
diwa,Filipino,2
diwadkar,Indian,1
dixit,Indian,2
diy,Filipino,1
dizon,Filipino,2
djang,Chinese,1
djung,Chinese,2
dlima,Indian,1
do,Vietnamese,2
dobashi,Japanese,2
doblon,Filipino,2
docena,Filipino,2
docto,Filipino,2
doctolero,Filipino,2
doctora,Filipino,1
doculan,Filipino,2
docuyanan,Filipino,2
dodia,Indian,2
dogar,Indian,2
dogoldogol,Filipino,2
dogra,Indian,1
dohi,Japanese,2
doi,Japanese,2
doki,Japanese,2
dokko,Korean,1
dolatre,Filipino,2
dolendo,Filipino,2
doliente,Filipino,2
doligosa,Filipino,2
dolino,Filipino,2
dollaga,Filipino,2
dollente,Filipino,2
dollete,Filipino,2
dolleton,Filipino,1
dollosa,Filipino,2
dolojan,Filipino,2
dolor,Filipino,1
dolorfino,Filipino,2
dolormente,Filipino,2
doloroso,Filipino,1
doma,Filipino,1
domacena,Filipino,2
domadia,Indian,2
domagas,Filipino,2
domalanta,Filipino,2
domalaon,Filipino,2
domantay,Filipino,2
domaoal,Filipino,2
domaoan,Filipino,2
domasig,Filipino,2
domdom,Filipino,2
domenden,Filipino,2
domil,Filipino,2
dominado,Filipino,2
domincel,Filipino,2
domingcil,Filipino,2
domingsil,Filipino,2
dominisac,Filipino,2
dominno,Filipino,2
domogma,Filipino,2
domoto,Japanese,2
dompor,Filipino,2
domulot,Filipino,2
donasco,Filipino,1
donesa,Filipino,1
doneza,Filipino,2
dong,Chinese,1
dongon,Filipino,2
dongre,Indian,1
donguines,Filipino,2
doo,Chinese,1
dooma,Filipino,1
doong,Chinese,2
dorairaj,Indian,1
doraiswami,Indian,1
doraiswamy,Indian,2
dorilag,Filipino,1
dormitorio,Filipino,2
doroja,Filipino,1
doromal,Filipino,2
doronila,Filipino,2
doronio,Filipino,2
doropan,Filipino,2
doroteo,Filipino,1
dorotheo,Filipino,2
dosado,Filipino,2
dosani,Indian,2
dosanjh,Indian,2
dosdos,Filipino,1
doshi,Indian,2
dosono,Filipino,2
dossani,Indian,1
dotimas,Filipino,2
dou,Chinese,1
dozono,Japanese,2
draculan,Filipino,2
draksharam,Indian,1
drapiza,Filipino,1
draviam,Indian,1
dravid,Indian,2
drequito,Filipino,2
drilon,Filipino,2
dsa,Indian,2
dsilva,Indian,1
dsouza,Indian,1
du,Chinese,1
dualan,Filipino,2
duarosan,Filipino,2
duatin,Filipino,2
duazo,Filipino,2
duclayan,Filipino,2
ducosin,Filipino,1
duculan,Filipino,2
ducusin,Filipino,2
ducut,Filipino,2
dudang,Filipino,1
dudhia,Indian,1
duen,Chinese,1
dugenia,Filipino,1
duggal,Indian,1
duggirala,Indian,2
duhaylongsod,Filipino,2
dui,Vietnamese,1
dulalia,Filipino,2
dulatre,Filipino,2
dulay,Filipino,1
dulce,Filipino,2
duldulao,Filipino,2
dulnuan,Filipino,2
dulog,Filipino,2
dulos,Filipino,1
dumadag,Filipino,2
dumadaug,Filipino,2
dumag,Filipino,2
dumagan,Filipino,2
dumago,Filipino,1
dumaguin,Filipino,2
dumaguing,Filipino,2
dumalag,Filipino,2
dumalanta,Filipino,2
dumale,Filipino,1
dumancas,Filipino,2
dumandan,Filipino,2
dumangas,Filipino,2
dumanon,Filipino,2
dumaop,Filipino,2
dumapias,Filipino,2
dumapit,Filipino,2
dumaplin,Filipino,2
dumaran,Filipino,2
dumaual,Filipino,2
dumayag,Filipino,2
dumayas,Filipino,2
dumbrigue,Filipino,1
dumbrique,Filipino,2
dumdum,Filipino,2
dumlao,Filipino,2
dumo,Filipino,2
dumol,Filipino,2
dumpit,Filipino,2
dumrique,Filipino,2
dumuk,Filipino,2
dungao,Filipino,2
dungca,Filipino,2
dungo,Filipino,2
dungog,Filipino,2
dunuan,Filipino,1
duoc,Vietnamese,1
duong,Vietnamese,2
dupaya,Filipino,1
duquilla,Filipino,2
durairaj,Indian,2
dureg,Filipino,2
duremdes,Filipino,2
dureza,Filipino,1
duropan,Filipino,2
durvasula,Indian,2
durve,Indian,2
dusaban,Filipino,1
duterte,Filipino,2
dutta,Indian,1
duttaroy,Indian,1
duvvuri,Indian,2
duya,Filipino,2
duyag,Filipino,2
duyan,Filipino,1
duyanen,Filipino,2
duyao,Filipino,2
duyen,Vietnamese,1
duyet,Vietnamese,1
duyongco,Filipino,1
dwarkadas,Indian,2
dwivedi,Indian,2
dy,Filipino,1
dychangco,Filipino,1
dychitan,Filipino,2
dycoco,Filipino,1
dyliacco,Filipino,2
dyogi,Filipino,2
dyreyes,Filipino,1
dysangco,Filipino,2
eachempati,Indian,2
eala,Filipino,2
eamiguel,Filipino,2
eamilao,Filipino,2
eapen,Indian,2
eappen,Indian,2
easow,Indian,2
eay,Filipino,1
ebalo,Filipino,2
ebalobo,Filipino,1
ebara,Japanese,2
ebarle,Filipino,2
ebarvia,Filipino,2
ebashi,Japanese,1
ebata,Japanese,2
ebbat,Filipino,2
ebesu,Japanese,2
ebido,Filipino,2
ebihara,Japanese,1
ebilane,Filipino,2
ebina,Japanese,2
ebio,Filipino,1
ebisawa,Japanese,1
ebitner,Filipino,1
ebizuka,Japanese,1
ebojo,Filipino,1
ebon,Filipino,1
ebora,Filipino,2
ebreo,Filipino,2
ebue,Filipino,2
ebuen,Filipino,2
ebueng,Filipino,2
ebuenga,Filipino,2
ecal,Filipino,1
ecaldre,Filipino,2
ecarma,Filipino,2
echague,Filipino,1
echalar,Filipino,2
echanes,Filipino,2
echano,Filipino,1
echaure,Filipino,2
echigo,Japanese,2
echinique,Filipino,1
echipare,Filipino,2
echivarre,Filipino,2
echizen,Japanese,1
echon,Filipino,1
ecija,Filipino,2
ecijan,Filipino,2
eclar,Filipino,1
eclarin,Filipino,2
eclarinal,Filipino,2
eclarino,Filipino,1
eclavea,Filipino,2
ecle,Filipino,2
ecleo,Filipino,1
eclevia,Filipino,2
eclipse,Filipino,2
edades,Filipino,2
edagawa,Japanese,1
edamatsu,Japanese,2
edano,Filipino,1
edejer,Filipino,2
edillo,Filipino,2
edillon,Filipino,2
edjan,Filipino,2
ednacot,Filipino,2
ednalino,Filipino,1
ednave,Filipino,2
ednilao,Filipino,2
edora,Filipino,2
edoria,Filipino,2
edpao,Filipino,2
edquiban,Filipino,2
edquid,Filipino,2
edquilang,Filipino,2
edra,Filipino,2
edrada,Filipino,2
edrosolan,Filipino,2
edrosolo,Filipino,1
edrozo,Filipino,2
edu,Filipino,2
eduarte,Filipino,1
eduave,Filipino,1
eduria,Filipino,2
edusada,Filipino,2
efondo,Filipino,1
egami,Japanese,2
egamino,Filipino,2
egashira,Japanese,2
egawa,Japanese,1
egbalic,Filipino,2
egenias,Filipino,2
egipto,Filipino,1
egnisaban,Filipino,1
egos,Filipino,1
eguchi,Japanese,2
egusa,Japanese,2
ehara,Japanese,2
ejanda,Filipino,2
ejercito,Filipino,2
ejima,Japanese,2
ejiri,Japanese,1
ekambaram,Indian,2
elacion,Filipino,2
elad,Filipino,2
elago,Filipino,2
elamparo,Filipino,2
elarco,Filipino,2
elarmo,Filipino,2
elasigue,Filipino,1
elauria,Filipino,2
elavia,Indian,2
elayda,Filipino,2
elaydo,Filipino,2
elazegui,Filipino,2
elbo,Filipino,1
eleccion,Filipino,2
elegado,Filipino,2
elegino,Filipino,2
elemento,Filipino,2
elento,Filipino,2
elenzano,Filipino,2
elepano,Filipino,2
elevado,Filipino,2
elevazo,Filipino,2
elgarico,Filipino,1
elgincolin,Filipino,2
elguira,Filipino,2
eliazo,Filipino,2
elican,Filipino,1
elicano,Filipino,2
elido,Filipino,2
ellazar,Filipino,2
ellema,Filipino,1
ellescas,Filipino,2
ellorin,Filipino,2
elomina,Filipino,2
elopre,Filipino,2
elorde,Filipino,2
eloriaga,Filipino,2
elpedes,Filipino,2
elumba,Filipino,2
elumir,Filipino,2
elvena,Filipino,1
elvina,Filipino,2
emano,Filipino,1
emata,Filipino,2
embalsado,Filipino,2
embernate,Filipino,2
embrador,Filipino,2
embudo,Filipino,2
embuscado,Filipino,2
emi,Japanese,2
emnace,Filipino,2
emocling,Filipino,2
emori,Japanese,2
emoto,Japanese,2
empaynado,Filipino,2
empeno,Filipino,2
emperado,Filipino,1
emperador,Filipino,2
empeynado,Filipino,1
empleo,Filipino,2
emralino,Filipino,2
emura,Japanese,2
enad,Filipino,2
enage,Filipino,2
enaje,Filipino,2
enami,Japanese,2
enand,Indian,2
enano,Filipino,2
enate,Filipino,1
encabo,Filipino,1
encanto,Filipino,2
encarnado,Filipino,1
encinares,Filipino,2
encio,Filipino,2
encomienda,Filipino,2
endaya,Filipino,1
endo,Japanese,2
endoh,Japanese,2
endow,Japanese,2
endozo,Filipino,2
endriga,Filipino,2
endrina,Filipino,2
endrinal,Filipino,2
enerio,Filipino,2
enerlan,Filipino,1
enero,Filipino,2
enerva,Filipino,2
eng,Chinese,2
engalla,Filipino,2
engineer,Indian,1
engracia,Filipino,1
enjoji,Japanese,1
enojo,Filipino,1
enoki,Japanese,2
enokida,Japanese,2
enokido,Japanese,1
enomoto,Japanese,2
enrile,Filipino,2
enteria,Filipino,2
enverga,Filipino,2
eo,Korean,1
eom,Korean,2
eoyang,Chinese,2
epino,Filipino,2
epistola,Filipino,2
equila,Filipino,2
erana,Filipino,1
erasquin,Filipino,1
erece,Filipino,2
erese,Filipino,2
ereso,Filipino,2
erestain,Filipino,2
erfe,Filipino,2
ergina,Filipino,1
ergino,Filipino,2
erguiza,Filipino,2
erh,Chinese,1
erive,Filipino,1
ermino,Filipino,2
ermita,Filipino,2
ermitanio,Filipino,1
ermitano,Filipino,2
ermosilla,Filipino,1
eroles,Filipino,2
erulkar,Indian,2
erum,Filipino,2
esaki,Japanese,2
escandor,Filipino,1
escanilla,Filipino,1
escanlar,Filipino,2
escarcha,Filipino,2
escarez,Filipino,2
escarilla,Filipino,2
escario,Filipino,2
escarrilla,Filipino,2
escasa,Filipino,2
escay,Filipino,1
esclamado,Filipino,2
escobia,Filipino,2
esconde,Filipino,1
escondo,Filipino,1
escorpiso,Filipino,2
escorpizo,Filipino,2
escosio,Filipino,2
escota,Filipino,2
escritor,Filipino,1
escuadra,Filipino,2
escuadro,Filipino,2
escullar,Filipino,1
escurel,Filipino,2
escuro,Filipino,1
escusa,Filipino,2
escutin,Filipino,2
esguerra,Filipino,2
eslabon,Filipino,1
eslao,Filipino,2
esmade,Filipino,2
esmane,Filipino,2
esmeralda,Filipino,2
esmero,Filipino,2
esmilla,Filipino,2
esmino,Filipino,2
espaldon,Filipino,2
espano,Filipino,2
espanola,Filipino,2
espanto,Filipino,2
esparas,Filipino,2
espares,Filipino,2
esparrago,Filipino,2
espartero,Filipino,2
espayos,Filipino,1
espedido,Filipino,1
espena,Filipino,2
espenilla,Filipino,2
esperancilla,Filipino,1
esperante,Filipino,2
esperanzate,Filipino,2
esperas,Filipino,2
espero,Filipino,1
espidol,Filipino,2
espineli,Filipino,2
espinueva,Filipino,2
espique,Filipino,2
espirito,Filipino,2
espiritu,Filipino,2
espirity,Filipino,1
esplanada,Filipino,2
espolong,Filipino,2
esporlas,Filipino,2
espos,Filipino,2
esquejo,Filipino,2
esquieres,Filipino,2
esquillo,Filipino,2
estabaya,Filipino,2
estabillo,Filipino,2
estacio,Filipino,1
estandarte,Filipino,2
estanislao,Filipino,1
estante,Filipino,2
estantino,Filipino,2
estares,Filipino,2
estaris,Filipino,2
estayo,Filipino,1
estera,Filipino,2
esternon,Filipino,2
esteron,Filipino,2
estiban,Filipino,2
estigoy,Filipino,2
estillore,Filipino,2
estilo,Filipino,2
estimo,Filipino,2
estioco,Filipino,2
estioko,Filipino,2
estipona,Filipino,2
estipular,Filipino,2
estiva,Filipino,2
estocapio,Filipino,2
estoesta,Filipino,2
estonactoc,Filipino,2
estonilo,Filipino,2
estoque,Filipino,2
estores,Filipino,2
estorque,Filipino,2
estoy,Filipino,2
estrala,Filipino,2
estranero,Filipino,2
estrellado,Filipino,2
estrellas,Filipino,1
estrellon,Filipino,2
estrera,Filipino,2
estuar,Filipino,2
estuart,Filipino,1
estuita,Filipino,2
eto,Japanese,2
etrata,Filipino,2
eugenio,Filipino,1
eulalio,Filipino,2
eum,Korean,2
eun,Korean,2
eusantos,Filipino,2
eustaquio,Filipino,2
evaldez,Filipino,2
evalle,Filipino,2
evasco,Filipino,1
eviota,Filipino,2
exala,Filipino,1
exconde,Filipino,2
exito,Filipino,1
ezaki,Japanese,2
ezawa,Japanese,2
ezoe,Japanese,2
ezpeleta,Filipino,1
fa,Chinese,2
fababier,Filipino,2
fabay,Filipino,2
fabia,Filipino,1
fabico,Filipino,2
fabillar,Filipino,2
fabillaran,Filipino,1
fabionar,Filipino,2
fabricante,Filipino,1
fabrigas,Filipino,2
fabunan,Filipino,2
facelo,Filipino,2
factora,Filipino,2
factura,Filipino,1
facun,Filipino,2
facunla,Filipino,2
fadera,Filipino,2
faderan,Filipino,2
faderon,Filipino,1
fadia,Indian,2
fadri,Filipino,2
fadrigo,Filipino,2
fagaragan,Filipino,2
fagarang,Filipino,2
fai,Chinese,1
faigal,Filipino,1
failano,Filipino,2
failma,Filipino,2
fajarillo,Filipino,2
fajatin,Filipino,2
fajayan,Filipino,2
fajota,Filipino,2
fajotina,Filipino,2
fakih,Indian,1
fakirbhai,Indian,1
falaminiano,Filipino,1
falcis,Filipino,1
falgui,Filipino,1
fallaria,Filipino,2
fallarme,Filipino,2
fallejo,Filipino,2
falloran,Filipino,2
fallorina,Filipino,2
falsario,Filipino,2
falsis,Filipino,1
faltado,Filipino,2
famador,Filipino,2
famanilay,Filipino,1
familar,Filipino,2
familara,Filipino,2
famisan,Filipino,2
famorca,Filipino,2
famularcano,Filipino,1
fan,Chinese,2
fanchiang,Chinese,1
fandialan,Filipino,2
fang,Chinese,2
fangonil,Filipino,2
fangonilo,Filipino,2
fanibanda,Indian,1
fanugao,Filipino,2
farala,Filipino,2
faralan,Filipino,2
faraon,Filipino,1
farishta,Indian,1
farnacio,Filipino,2
farnal,Filipino,2
farol,Filipino,2
farolan,Filipino,2
farooki,Indian,1
farooqi,Indian,1
farooqui,Indian,1
farukhi,Indian,1
faruqi,Indian,2
faruqui,Indian,2
fasihuddin,Indian,2
fat,Chinese,2
fauni,Filipino,2
favis,Filipino,1
fayloga,Filipino,2
faylona,Filipino,2
faypon,Filipino,2
fazal,Indian,1
fazalbhoy,Indian,2
fedalizo,Filipino,2
federe,Filipino,2
federis,Filipino,2
federizo,Filipino,2
fei,Chinese,1
felarca,Filipino,1
feleo,Filipino,1
felicidario,Filipino,2
felicilda,Filipino,2
felicisimo,Filipino,2
felicitas,Filipino,2
felisilda,Filipino,2
felizmena,Filipino,2
feng,Chinese,2
feniquito,Filipino,2
feraer,Filipino,2
feraren,Filipino,2
ferido,Filipino,2
fermil,Filipino,2
ferng,Chinese,2
ferolin,Filipino,2
ferolino,Filipino,2
ferraren,Filipino,2
ferreros,Filipino,1
ferriols,Filipino,2
festejo,Filipino,2
fetalino,Filipino,2
fetalvero,Filipino,1
fi,Chinese,1
fidelino,Filipino,2
fiesta,Filipino,2
figuerres,Filipino,2
figuracion,Filipino,2
filamor,Filipino,2
filart,Filipino,1
filipinas,Filipino,2
fineza,Filipino,1
fing,Chinese,1
finuliar,Filipino,2
firmeza,Filipino,2
flandez,Filipino,2
flauta,Filipino,2
flavier,Filipino,1
floirendo,Filipino,2
flojo,Filipino,2
floralde,Filipino,1
floranda,Filipino,2
florano,Filipino,1
flordelis,Filipino,2
flordeliza,Filipino,2
florenciano,Filipino,1
florendo,Filipino,2
floresca,Filipino,2
flormata,Filipino,1
fo,Chinese,2
fock,Chinese,1
fogata,Filipino,1
fojas,Filipino,2
fok,Chinese,2
foliente,Filipino,2
follosco,Filipino,2
folloso,Filipino,1
fonacier,Filipino,2
fong,Chinese,2
fontamillas,Filipino,2
fontanares,Filipino,2
fontanilla,Filipino,2
fontanos,Filipino,2
fontejon,Filipino,2
fontelera,Filipino,2
fontilea,Filipino,2
fontillas,Filipino,2
foo,Chinese,2
fook,Chinese,2
foon,Chinese,2
foong,Chinese,1
forcadela,Filipino,1
formalejo,Filipino,2
formanes,Filipino,2
formantes,Filipino,2
formentera,Filipino,2
fornillos,Filipino,2
fornoles,Filipino,1
foronda,Filipino,2
forral,Filipino,1
fortaleza,Filipino,2
fortich,Filipino,1
fot,Chinese,2
fou,Chinese,1
foun,Chinese,2
foung,Chinese,2
foz,Filipino,1
fragada,Filipino,1
fragante,Filipino,2
franada,Filipino,2
frani,Filipino,1
frantilla,Filipino,1
franzuela,Filipino,2
frayna,Filipino,1
fredeluces,Filipino,2
fresnido,Filipino,2
fresnoza,Filipino,2
frial,Filipino,2
frialde,Filipino,2
frianeza,Filipino,2
frigillana,Filipino,2
friginal,Filipino,1
frijas,Filipino,2
frilles,Filipino,2
frivaldo,Filipino,2
fronda,Filipino,1
frondarina,Filipino,2
frondozo,Filipino,2
fronteras,Filipino,1
fruel,Filipino,1
fruto,Filipino,2
fteha,Filipino,1
fu,Chinese,2
fua,Filipino,1
fuan,Chinese,2
fuchigami,Japanese,2
fuchiwaki,Japanese,2
fuen,Chinese,1
fuentebella,Filipino,2
fuentecilla,Filipino,2
fugimoto,Japanese,2
fugita,Japanese,1
fuh,Chinese,2
fui,Chinese,2
fuji,Japanese,2
fujibayashi,Japanese,2
fujie,Japanese,2
fujieda,Japanese,2
fujihara,Japanese,2
fujihira,Japanese,2
fujii,Japanese,2
fujikake,Japanese,2
fujikawa,Japanese,2
fujiki,Japanese,2
fujikura,Japanese,2
fujima,Japanese,2
fujimaki,Japanese,2
fujimori,Japanese,2
fujimoto,Japanese,2
fujimura,Japanese,2
fujinaga,Japanese,2
fujinaka,Japanese,2
fujinami,Japanese,2
fujino,Japanese,2
fujinuma,Japanese,1
fujio,Japanese,2
fujioka,Japanese,2
fujisaka,Japanese,2
fujisaki,Japanese,2
fujisawa,Japanese,2
fujise,Japanese,2
fujishige,Japanese,2
fujishima,Japanese,2
fujishiro,Japanese,2
fujita,Japanese,2
fujitani,Japanese,2
fujiura,Japanese,2
fujiwara,Japanese,2
fujiya,Japanese,1
fujiyama,Japanese,2
fujiyoshi,Japanese,2
fuk,Chinese,1
fukabori,Japanese,2
fukada,Japanese,2
fukagawa,Japanese,2
fukahori,Japanese,1
fukai,Japanese,2
fukamachi,Japanese,2
fukami,Japanese,2
fukano,Japanese,2
fukasawa,Japanese,2
fukase,Japanese,2
fukatsu,Japanese,1
fukawa,Japanese,2
fukaya,Japanese,2
fukazawa,Japanese,2
fuku,Japanese,2
fukuba,Japanese,2
fukuchi,Japanese,2
fukuda,Japanese,2
fukuhara,Japanese,2
fukui,Japanese,2
fukuma,Japanese,2
fukumitsu,Japanese,2
fukumori,Japanese,2
fukumoto,Japanese,2
fukumura,Japanese,2
fukunaga,Japanese,2
fukunishi,Japanese,1
fukuno,Japanese,2
fukuoka,Japanese,2
fukushi,Japanese,1
fukushima,Japanese,2
fukuta,Japanese,1
fukutani,Japanese,2
fukutomi,Japanese,2
fukuya,Japanese,2
fukuyama,Japanese,2
fukuzaki,Japanese,2
fukuzawa,Japanese,2
fukuzumi,Japanese,1
fulabhai,Indian,1
fulache,Filipino,2
fulgado,Filipino,2
fulgar,Filipino,2
fulgueras,Filipino,2
fulinara,Filipino,2
fulo,Filipino,2
fumio,Japanese,1
fun,Chinese,2
funabashi,Japanese,1
funada,Japanese,2
funahashi,Japanese,2
funaki,Japanese,2
funakoshi,Japanese,2
funamoto,Japanese,1
funaoka,Japanese,2
funato,Japanese,2
funatsu,Japanese,2
funayama,Japanese,2
funcion,Filipino,1
funelas,Filipino,2
fung,Chinese,2
funiestas,Filipino,2
funtanilla,Filipino,2
funtera,Filipino,2
funtila,Filipino,1
furagganan,Filipino,2
furbeyre,Filipino,2
furigay,Filipino,2
furihata,Japanese,1
furugori,Japanese,2
furuhashi,Japanese,2
furuhata,Japanese,2
furui,Japanese,1
furuichi,Japanese,2
furukawa,Japanese,2
furuki,Japanese,2
furumoto,Japanese,2
furuno,Japanese,2
furusaki,Japanese,2
furusawa,Japanese,1
furusho,Japanese,2
furuta,Japanese,2
furutani,Japanese,2
furuuchi,Japanese,2
furuya,Japanese,2
furuyama,Japanese,2
furuzawa,Japanese,2
fushimi,Japanese,2
fusilero,Filipino,2
fut,Chinese,2
futaba,Japanese,2
futami,Japanese,2
futamura,Japanese,1
fuwa,Japanese,2
gabagat,Filipino,1
gabarda,Filipino,2
gabat,Filipino,2
gabato,Filipino,2
gabayan,Filipino,2
gabertan,Filipino,1
gabiana,Filipino,2
gabilo,Filipino,1
gabisan,Filipino,2
gabison,Filipino,2
gabito,Filipino,2
gabon,Filipino,1
gaborne,Filipino,1
gabot,Filipino,2
gaboya,Filipino,2
gabres,Filipino,1
gabriana,Filipino,2
gabrillo,Filipino,1
gabrino,Filipino,2
gabuat,Filipino,2
gabutin,Filipino,1
gabuya,Filipino,2
gabuyo,Filipino,2
gacad,Filipino,2
gaces,Filipino,2
gaceta,Filipino,2
gachallan,Filipino,2
gacias,Filipino,2
